methyl	BMI.p	arm.p	int.p	BMI.p2	arm.p2	arm2.beta1	arm3.beta1	BMI.beta1	arm2xbmi.beta1	arm3xbmi.beta1	arm2.beta2	arm3.beta2	BMI.beta2	NAs	zeros	non.zeros	ones	non.ones	outliers	diff.miss	ME	Chr	pos	genes	genes_flanking	genes_type	total.NAs	BMI.fdr	arm.fdr	int.fdr	BMI.fdr2	arm.fdr2
chr11.104037547	0.000378477665288441	0.00113854173335451	0.000135003022067709	0.518290679576171	0.859956202307985	0.213532574825079	0.266552412925556	0.00636675160569338	-0.00801401757480726	-0.00994678617158189	0.00553890292716981	0.00518481888132033	0.000740987875716088	0	0	94	33	61	5	0.999999999999976	.	chr11	104037547	PDGFD,DDI1	PDGFD,DDI1	HAVANA,HAVANA	5	0.298934275966987	0.272230136578236	0.325041617258959	0.999952590254861	0.985191136965545
chr11.3989427	3.51651914950918e-05	8.44242856353183e-05	1.12875342372782e-05	0.523352858054102	0.642451391882181	0.105459251267648	-0.263382807185857	-0.00329229172433107	-0.0043323032869533	0.0105207408583229	-0.00316936945754202	0.0096575643924172	-0.000928293160544851	0	13	84	0	97	2	0.199340342197489	.	chr11	3989427	STIM1,AC087441.1	STIM1,AC087441.1	HAVANA,HAVANA	2	0.115196518139271	0.109055287496141	0.153401601557108	0.999952590254861	0.956222666467835
chr11.118659960	0.000145691134524696	0.000143777775555222	0.000200926399149498	0.0931528600855135	0.0873579271283653	-0.254983647316172	-0.0469500773147208	-0.00163577084599378	0.0106953527585957	0.00151679810692654	0.0182292152980231	-0.0065617114843109	0.00206308056641177	0	28	71	0	99	0	1	.	chr11	118659960	TREH	PHLDB1,TREH	HAVANA,HAVANA	0	0.212770257033614	0.133406998102782	0.360316250090083	0.979363768714445	0.729719364747777
chr11.71131334	3.66999134653495e-05	7.38617219077591e-06	8.09961020881306e-05	0.0558312021008412	0.0133812151632034	0.0440948551689421	0.279603302029514	0.00216162714553132	-0.00227734130471331	-0.0122476173661843	-0.0169352246373333	-0.0396989140595573	-0.00262093900157101	0	0	98	7	91	1	0.999999999999961	.	chr11	71131334	SHANK2	SHANK2	HAVANA	1	0.117459793333763	0.0346041746273339	0.279816519212376	0.966510647381045	0.49573109386483
chr11.9040049	2.91072623680873e-06	0.000129446496099762	3.61014239024035e-05	0.011286405892052	0.367653848402624	-0.283175391806855	-0.650924108636235	-0.0192258958573296	0.0121235583865399	0.0254666234339859	0.0358435341262879	0.0171320863581917	-0.0068919076700789	13	0	85	32	53	1	0.720004127433412	.	chr11	9040049	AC079296.1,SCUBE2	AC079296.1,SCUBE2	HAVANA,HAVANA	14	0.0361909056551717	0.128775613987187	0.220523824237445	0.889611881866367	0.897916832393652
chr11.11271151	0.000144278871873878	0.000163260313429466	4.94325700321987e-05	0.514629370577628	0.336837796235805	0.188849826645391	-0.217031413883869	7.64655189349378e-05	-0.00663179439507877	0.00871281982514988	0.0217599094262224	0.00946950988041281	0.0010132861403414	1	0	98	10	88	0	0.636363636363626	.	chr11	11271151	GALNT18	GALNT18	HAVANA	1	0.211474245389592	0.140390167473342	0.238633902134131	0.999952590254861	0.888069816525409
chr11.67796756	0.000118981981698554	5.72915587690036e-05	0.000120712348785075	0.131805148027003	0.0603525829737546	-0.198295524153855	-0.269983507207511	-0.00710733774518095	0.00748889390545729	0.00946162639040434	-0.00686335402943693	-0.0244767349966434	-0.00161426580698421	2	0	95	23	72	2	0.547386339728035	.	chr11	67796756	FAM86C2P	ALG1L8P,FAM86C2P	HAVANA,HAVANA	4	0.199650915418876	0.0910262124262695	0.316592296410984	0.986002950521822	0.6822680952298
chr11.65188672	2.56306146061116e-05	0.000185937639183229	2.74278343063093e-05	0.119684043605764	0.621167817503179	0.0238534803455141	0.236727590717471	0.00162407802329835	-0.000553145124266388	-0.00912523331373079	0.00754670573007951	-0.00110056763862844	-0.00159457375406781	0	0	99	22	77	0	1	.	chr11	65188672	CAPN1	CAPN1	HAVANA	0	0.102799581630663	0.146968716937181	0.197821209876435	0.984239117434925	0.952803483768184
chr11.2449835	0.00067850108470952	5.38060261659106e-05	0.000205237373204669	0.766072165926115	0.0344261848167548	-0.18881578129631	0.497470583376904	0.00431645687676261	0.0102277426473803	-0.0191558729987553	0.0674940396606128	-0.000863088585364353	0.000958024625360723	0	0	99	0	99	0	1	.	chr11	2449835	KCNQ1	KCNQ1	HAVANA	0	0.355275407573424	0.0884215913870784	0.364076709095009	0.999952590254861	0.60805845308977
chr11.471651	0.000210986897272629	0.000143385233291902	0.00010322569564606	0.324800226185572	0.167622732967123	0.0408707799141463	0.491311550945549	0.00427722089888856	-0.00256244044543719	-0.0205738614493082	-0.0318004221891333	-0.0384563594836514	-0.00222284498200113	15	0	83	31	52	1	0.454458018237698	.	chr11	471651	PTDSS2	PTDSS2	HAVANA	16	0.243196342051221	0.133288529868797	0.299907668495296	0.997738368819459	0.808837067632626
chr12.119687257	0.000431851916394843	6.52669226800281e-05	0.0001301888584567	0.72745573325627	0.06523128656027	-0.0126093979280416	0.418709953406595	0.00522028523964797	0.00144942216365497	-0.0172655307258135	0.0157222552181692	-0.0342565515343558	-0.000805965565477998	8	0	90	28	62	1	0.374876138150477	.	chr12	119687257	CIT	CIT	HAVANA	9	0.311060684377101	0.0971887439229077	0.321100791914333	0.999952590254861	0.692249046678814
chr12.56300884	0.000666673117625962	0.000566422361481214	0.000192705899212636	0.912815892769154	0.340375798992729	-0.389859087634107	0.281955400555661	-0.000792417627198441	0.0170578433802718	-0.0103947370280961	0.0403675190148885	0.0082860405481954	0.000331379674620432	16	15	66	0	81	2	0.197142917863967	.	chr12	56300884	AC073896.1,AC073896.2	CS,AC073896.1,AC073896.2	HAVANA,HAVANA,HAVANA	18	0.353693273527645	0.21804232656311	0.35592359228725	0.999952590254861	0.889121169334654
chr12.131800844	0.000532486609311355	0.000316793616042997	0.000151016045575737	0.975974717346445	0.236265601209274	-0.0186006497907195	0.412373521692701	0.00542211601958514	0.00100080800831091	-0.0169612450024548	0.00337499000226093	-0.0296318841001067	-6.5670665537486e-05	2	0	97	11	86	0	0.199340342197489	.	chr12	131800844	.	SFSWAP,RNA5SP378	HAVANA,ENSEMBL	2	0.330386259822861	0.179327324065554	0.337412729448704	0.999952590254861	0.848661168112419
chr12.132774277	7.95511547778586e-05	4.46505004983521e-05	5.71447150552156e-05	0.1996391120374	0.100371103360868	0.381854197375547	0.159629876998753	0.00418381438665177	-0.0146823341831167	-0.0048283551421644	0.00678241063083138	0.0339110724992002	-0.00201195092540001	15	0	82	45	37	2	0.263351519232954	.	chr12	132774277	GOLGA3	GOLGA3	HAVANA	17	0.1657485987183	0.0808642692577166	0.253881494178007	0.99244188506728	0.747070376763813
chr12.9421370	0.000154603054205664	0.000560273241558864	5.65286388668763e-05	0.467580079464598	0.925812954894507	0.00999911082902765	0.202395610436779	0.00326055340918036	-0.000245771140165851	-0.00759721515867347	0.001341396791554	0.00352686405140798	0.00064404949203068	1	0	97	43	54	1	0.532467532467543	.	chr12	9421370	DDX12P	AC141557.2,DDX12P	HAVANA,HAVANA	2	0.218039763496212	0.217285024669716	0.252734019130114	0.999648588187554	0.992602455156215
chr12.131800858	6.07650085890805e-05	1.31849397612823e-06	2.18059331447048e-05	0.463299165605773	0.0114483304573939	-0.71966890413252	-0.0303319696320238	-0.00474432168402684	0.0247991190079484	-0.000806611298708654	-0.0887657976460512	-0.0486127441475348	0.00204271422662376	11	0	83	16	67	5	0.279735930894133	.	chr12	131800858	.	SFSWAP,RNA5SP378	HAVANA,ENSEMBL	16	0.147718335645038	0.0144545000309765	0.19365892538643	0.999648588187554	0.47804628445649
chr12.32472637	6.85029565050708e-05	0.000578867354108335	9.01312462725405e-05	0.102288594449299	0.652330436682913	0.406448526698017	0.0971568239986509	0.00284603899988072	-0.0162926153937341	-0.00352983746472382	-0.0100433338227962	0.00502540892478861	-0.00277756938365019	15	0	84	44	40	0	0.999999999999981	.	chr12	32472637	FGD4	FGD4,RNU6-494P	HAVANA,ENSEMBL	15	0.156892092304322	0.218892112147432	0.286770442609105	0.98103265075909	0.957913797978775
chr12.132146366	0.000271413449866829	2.46006573303199e-05	7.62188435927969e-05	0.838880602914779	0.0477707431887295	-0.0886439531082551	0.39424339931435	0.00492660474208407	0.00210961668582244	-0.0164537181031478	-0.0471381596820635	-0.0432473086363887	-0.000444886614444263	20	0	79	30	49	0	0.294424805350446	.	chr12	132146366	NOC4L	DDX51,NOC4L	HAVANA,HAVANA	20	0.26598001084154	0.0601731111929209	0.276300853014194	0.999952590254861	0.651699471476565
chr12.8584624	2.36599553721492e-06	6.53449734090072e-06	6.1765049116402e-07	0.644424708820662	0.749863001248261	-0.496160614979475	-0.00264798793736448	-0.00379188962015929	0.0190663311118226	6.82950692186067e-05	-0.0120730509472217	-0.00164864912233313	0.000827875188305394	17	0	82	28	54	0	0.186530740202304	.	chr12	8584624	.	.	.	17	0.034034210459284	0.032378169439819	0.0461674931880147	0.999952590254861	0.971631315416952
chr12.58907575	0.000165046274560718	3.32143881385525e-05	6.43555494586326e-05	0.426513997097726	0.0636042591709813	-0.448692759045415	-0.191179347893541	-0.00913681496144394	0.0168856491649985	0.00817729224314654	-0.0157361979294057	0.0232845043289066	-0.00136336731872521	1	0	98	20	78	0	0.636363636363626	.	chr12	58907575	LRIG3	LRIG3	HAVANA	1	0.223564695564008	0.0694896131422956	0.263403663618453	0.999427098918151	0.689132237526419
chr12.128845404	0.000187409649393217	0.000526756612573929	0.000132885566037298	0.200543708364728	0.424315740651178	0.0690986221458569	0.319340782490918	0.00319864663936163	-0.00258139028782706	-0.0128561265896836	0.000256589986994349	-0.0166160471619921	-0.00187003775021496	0	0	96	13	83	3	0.508367920739053	.	chr12	128845404	.	.	.	3	0.232890286207218	0.212986465867909	0.322084837868621	0.992657552156206	0.91325403077976
chr12.130641514	2.2438792341442e-05	5.57652341335463e-05	5.63154781493511e-06	0.847477320035978	0.795895913792922	0.0445649408996337	0.526580381097305	0.00771623331324623	-0.00210060863017239	-0.020414608118529	-0.0137080926536434	-0.00934429990386142	0.000419665043862915	18	0	79	26	53	2	0.603771245480573	.	chr12	130641514	RIMBP2	RIMBP2	HAVANA	20	0.0955934989803484	0.0895529211542285	0.108305043438191	0.999952590254861	0.977386996646692
chr12.3252621	0.000653576435100668	0.00179357168201542	0.000203957166312585	0.70442662472844	0.929750088011364	-0.285844751742025	0.0582893517309657	-0.00206748515998071	0.0114393836357954	-0.00206083626819834	0.00442494502028778	0.00570453603867929	0.000602694843066918	5	0	93	9	84	1	0.670708356766028	.	chr12	3252621	TSPAN9	TSPAN9	HAVANA	6	0.351600372759027	0.317652932590682	0.363015637435269	0.999952590254861	0.992998428763129
chr12.132985778	0.000502734671874504	0.000677901150208219	0.00016727830659371	0.600986747589029	0.444987099032361	0.114253627937996	0.477613261569806	0.00844955687300215	-0.00337397622788162	-0.017187661855384	0.0191984263101655	0.0238386882754507	0.00108126951542194	8	0	89	25	64	2	0.703336689380275	.	chr12	132985778	.	ZNF26	HAVANA	10	0.323939025665166	0.231976961213963	0.347269592678728	0.999952590254861	0.918223349288402
chr12.54985478	0.000455684264477217	0.000845076778618867	0.000136584622612034	0.742360218364484	0.64486262090493	-0.037182817216458	0.418363199161705	0.00403631803346888	0.00225228962477046	-0.0153766408601136	0.01638398679136	0.0166816214752633	-0.00067989871440084	0	0	94	1	93	5	0.62046458695944	.	chr12	54985478	.	TESPA1	HAVANA	5	0.316397459669655	0.24793436972249	0.32608432813679	0.999952590254861	0.956704907440297
chr12.124463154	0.000211547313481158	0.00018387235807042	0.000195263250842905	0.148305596930972	0.113959381337167	0.0425719123721424	0.351467646157441	0.00321398302806422	-0.00280508935202042	-0.0142195434575618	-0.0330073264322184	-0.0208354257593415	-0.00237435438682849	3	0	96	36	60	0	0.508367920739053	.	chr12	124463154	NCOR2	NCOR2	HAVANA	3	0.24336968822303	0.14677950164991	0.357502568353546	0.987530956686066	0.762734698972048
chr12.56995258	8.24041338976583e-05	5.52310164052283e-07	0.000209157693390747	0.0481678238882282	0.000520579335116863	0.287133884605559	0.212116222950401	0.00751431890670103	-0.00962882114231772	-0.0073786983695301	0.0400878229571712	0.0195661084541004	0.00215370491534153	0	0	98	24	74	1	0.999999999999961	.	chr12	56995258	GPR182	AC026120.3,GPR182,ZBTB39	HAVANA,HAVANA,HAVANA	1	0.168542384474786	0.00960584756745497	0.364206649488747	0.959431661861852	0.207610806591303
chr12.129966256	0.000635392512376239	0.000830816361091726	0.000207928937517113	0.632481113038638	0.440683963159703	-0.15260273141855	-0.721340867178308	-0.00879132799471152	0.00542846284376477	0.0261815289287489	-0.00853308010763771	-0.0368158522288276	0.00144012005783175	2	1	96	0	97	0	0.747680890538036	.	chr12	129966256	.	.	.	2	0.348984774650767	0.246546170993257	0.364206649488747	0.999952590254861	0.917314590791719
chr12.9875395	1.92013518188078e-05	0.00019867023319286	1.94904654385553e-05	0.135450235179435	0.879869854420501	-0.415855422803565	-0.451387838208329	-0.0132708966074372	0.0159211009627532	0.0173303308795634	-0.00577253098500823	0.00405518800737298	-0.00299747685916071	17	0	80	39	41	2	0.658283954533331	.	chr12	9875395	.	.	.	19	0.0882354076002615	0.150773888567161	0.184199796278849	0.986209769766236	0.987526591276106
chr12.20553754	0.000318822819310256	0.000261552184671522	9.16956837102291e-05	0.792006207448205	0.306112820129855	0.356054816896177	0.326496180031235	0.00826112031239677	-0.0135979655089177	-0.011582168405756	0.00542384917642263	0.0230290844919278	0.000404664373244997	2	0	96	10	86	1	0.194977334888971	.	chr12	20553754	PDE3A	PDE3A,AC112777.1	HAVANA,HAVANA	3	0.282823153823582	0.166601796287017	0.287598667670931	0.999952590254861	0.877435341555905
chr12.124965781	2.65296267486362e-05	9.80194360236638e-05	1.89539061727975e-05	0.19314258713298	0.486780214052541	-0.415438786079172	0.0541081544717362	-0.00687692942152028	0.0169558452642088	-0.00225909706640388	0.018800478790379	-0.00379000188268197	-0.00268615506450188	12	0	87	21	66	0	0.737942091943319	.	chr12	124965781	DHX37	DHX37	HAVANA	12	0.103409977888906	0.11581261489389	0.183343698761482	0.992071538009798	0.927813994351156
chr12.123887188	3.67096564140138e-07	2.08722702144767e-06	1.27242813107528e-07	0.393722567171318	0.977705039068609	-0.945378044482187	-0.182399814956032	-0.0106429043662047	0.037171359091456	0.0067768132200881	0.00462164484184236	-0.00196707206091826	0.00282870654728707	1	0	97	0	97	1	0.532467532467543	.	chr12	123887188	DNAH10	DNAH10	HAVANA	2	0.0137073692044458	0.0177620467266673	0.0223864879953519	0.999002119331256	0.99785136397368
chr12.132796079	0.000241321780150549	0.000439801939784354	6.69761238039709e-05	0.857394522737754	0.650622486045565	0.604043199953158	0.372196372727769	0.0110930743190775	-0.0225297575194959	-0.0137726983063198	0.0204658886789002	0.00632986022329006	0.000411186516801844	13	0	85	12	73	1	0.934435890494126	.	chr12	132796079	GOLGA3	GOLGA3	HAVANA	14	0.25618947637076	0.19984106748975	0.26667735640517	0.999952590254861	0.957673278095308
chr12.104905586	0.000549849551723212	0.00108724906303183	0.000172816615929943	0.678543104691162	0.667833637947198	0.0656064559731664	0.480806232455264	0.00752425280089366	-0.00190968853642246	-0.0187541703208957	0.011908514017684	-0.0073348574088989	0.000918667944267527	5	0	94	24	70	0	0.434687854325868	.	chr12	104905586	SLC41A2	SLC41A2	HAVANA	5	0.333380672098905	0.268268412767255	0.350294432726485	0.999952590254861	0.960162976596615
chr12.13956351	2.70390656424476e-05	6.05924233186601e-05	2.41582863506245e-05	0.148856670344858	0.25902320467797	-0.742846643776124	0.0286862336916915	-0.00454567327522028	0.0310182871991848	0.000764408140020317	0.0491745375835078	0.0501740029968142	0.00498416381876116	7	0	92	3	89	0	0.78794719748734	.	chr12	13956351	GRIN2B	GRIN2B	HAVANA	7	0.103645053781673	0.0937348828364762	0.19365892538643	0.987530956686066	0.858932696457331
chr12.95475378	0.000445159346367569	0.0011841641553395	0.000137167176782189	0.695669210967471	0.882834088355969	-0.619240431065015	0.356379018986374	-0.00314975214596253	0.025049016209167	-0.012979114001068	0.0146664815325637	0.0193352346669635	-0.00160191711953378	16	5	78	0	83	0	0.888032907295785	.	chr12	95475378	METAP2	METAP2	HAVANA	16	0.31417799116964	0.276568108602456	0.32608432813679	0.999952590254861	0.987777679815121
chr12.132116751	0.00059753370851149	0.000687010919327459	0.000222633536959088	0.501956423461638	0.351686374385514	-0.112578628905939	0.187063408047159	0.000490703799193313	0.00405724083920812	-0.00792236824592155	-0.0107351819760126	-0.0203831418197326	-0.000899564412214428	9	0	90	50	40	0	0.146003067597368	.	chr12	132116751	EP400P1	EP400P1	HAVANA	9	0.341894275883325	0.232973387976876	0.374544234284699	0.999952590254861	0.89290351817983
chr12.132406977	0.000111964913496103	0.00095284896793691	0.000224446070016314	0.0672492710969328	0.482530895041691	-0.0702261341691231	0.615311587901526	0.000512775436187831	0.00461541760993369	-0.0226706787652458	0.0340550398887568	0.00526434892627609	-0.00589634647023119	20	0	79	12	67	0	0.0832924453039403	.	chr12	132406977	.	.	.	20	0.193605466451248	0.256007836803329	0.374879045514583	0.970542944196551	0.926856611501345
chr12.116599323	0.000321094101681275	0.00170846176596681	0.000216106163412055	0.218064899708058	0.84484216907099	0.216249992534309	-0.244858345125593	0.00142246262678267	-0.00857309728852896	0.00975979931248128	0.000718697602837381	0.0102956237634739	0.00241291227846355	2	24	71	0	95	2	0.321061976805736	.	chr12	116599323	AC125603.3	AC125603.3	HAVANA	4	0.282967704667762	0.313526751412432	0.368335967400524	0.994346480695932	0.983297121453881
chr12.132542205	0.000139252101684794	5.32345428916301e-05	4.62618440636365e-05	0.541137562754886	0.131467427862006	-0.424568025231349	-0.110724820446092	-0.00751675045671404	0.0159908526206209	0.00484607604839923	-0.0151450195391115	0.0170251836420734	-0.00101123040678697	3	0	95	24	71	1	1	.	chr12	132542205	FBRSL1	FBRSL1	HAVANA	4	0.209207413059054	0.0881577432738288	0.234097378537239	0.999952590254861	0.780363528378034
chr12.132592501	8.50045343748405e-05	1.40227441351496e-07	2.41464902577836e-05	0.700259542848517	0.00144702139012109	-0.142130946609586	0.790022915983904	0.0128786267528795	0.00164904277391473	-0.0352480405294189	-0.117300455097134	-0.135394864666459	0.00157785095818185	10	0	89	3	86	0	0.159605699500783	.	chr12	132592501	.	AC131212.1	HAVANA	10	0.171404180892645	0.00562425931863328	0.19365892538643	0.999952590254861	0.281912316730178
chr12.2835120	6.27806946871949e-05	0.000206649858185897	2.76161646468421e-05	0.350102814833682	0.685535664512567	0.0403945164716398	-0.184542923947097	-0.00123984331892965	-0.00175796934847542	0.00723766921506625	-0.00309586966807349	0.00488075105220829	0.000903156051262651	1	59	29	0	88	10	0.131322878776031	.	chr12	2835120	ITFG2,NRIP2	ITFG2,NRIP2	HAVANA,HAVANA	11	0.149404697693991	0.152649339114864	0.198309748815286	0.998377390701015	0.962819643821318
